Order,Family,Species,English_name,Subspecies,M_mass,M_mass_N,F_mass,F_mass_N,unsexed_mass,unsexed_mass_N,M_wing,M_wing_N,F_wing,F_wing_N,Unsexed_wing,Unsexed_wing_N,M_tarsus,M_tarsus_N,F_tarsus,F_tarsus_N,Unsexed_tarsus,Unsexed_tarsus_N,M_bill,M_bill_N,F_bill,F_bill_N,Unsexed_bill,Unsexed_bill_N,M_tail,M_tail_N,F_tail,F_tail_N,Unsexed_tail,Unsexed_tail_N,Clutch_size,Egg_mass,Mating_System,Display,Resource,References
Passeriformes,Corvidae,Corvus rhipidurus,Fan-tailed Raven,rhipidurus,705,1,587.5,2,,,402.1,7,397,4,,,70.7,15,66.5,10,,,59.8,15,58.1,10,,,161,10,153,10,,,4.5,21.8,,4,1,"13, 27, 31"
Passeriformes,Corvidae,Corvus albicollis,White-necked Raven,,1011,2,873,5,,,412,10,403,10,,,77,10,74.5,10,,,66.9,10,63.9,10,,,177,10,169,10,,,3.8,30.1,,3,1,"27, 31"
Passeriformes,Corvidae,Corvus crassirostris,Thick-billed Raven,,,,1135,1,,,442,8,439.5,2,,,81.1,8,80.5,2,,,85.4,8,84.5,2,,,253,8,250.5,2,,,4,30.1,,1,1,"27, 31"
Passeriformes,Cnemophilidae,Loboparadisea sericea,Yellow-breasted Bird-of-paradise,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Cnemophilidae,Cnemophilus loriae,Loria's Bird-of-paradise,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Manucodia atra,Glossy-mantled Manucode,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Paradisaeidae,Manucodia chalybata,Crinkle-collared Manucode,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Paradisaeidae,Manucodia jobiensis,Jobi Manucode,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Paradisaeidae,Manucodia keraudrenii,Trumpet Manucode,,183,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Paradisaeidae,Epimachus albertisi,Black-billed Sicklebill,,108,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Lophorina superba,Superb Bird-of-paradise,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Parotia lawesii,Lawes's Parotia,,,,,,157.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Parotia wahnesi,Wahnes's Parotia,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Ptiloris magnificus,Magnificent Riflebird,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,5,,,"1, 31"
Passeriformes,Paradisaeidae,Cicinnurus regius,King Bird-of-paradise,,53.1,,46.9,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Astrapia splendidissima,Splendid Astrapia,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Astrapia stephaniae,Stephanie's Astrapia,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Pteridophora alberti,King-of-Saxony Bird-of-paradise,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Paradisaea minor,Lesser Bird-of-paradise,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Paradisaea apoda,Greater Bird-of-paradise,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Paradisaea raggiana,Raggiana Bird-of-paradise,,272,,185,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Paradisaea guilielmi,Emperor Bird-of-paradise,,,,,,256.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Paradisaeidae,Paradisaea rudolphi,Blue Bird-of-paradise,,,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,1
Passeriformes,Cracticidae,Cracticus mentalis,Black-backed Butcherbird,,,,,,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,2,,,"1, 31"
Passeriformes,Cracticidae,Cracticus torquatus,Grey Butcherbird,,81.3,,76.8,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,2,,,"1, 31"
Passeriformes,Cracticidae,Cracticus cassicus,Hooded Butcherbird,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11,2,,,"1, 31"
Passeriformes,Cracticidae,Cracticus nigrogularis,Pied Butcherbird,,,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,2,,,"1, 31"
Passeriformes,Cracticidae,Cracticus quoyi,Black Butcherbird,,,,,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,2,,,"1, 31"
Passeriformes,Cracticidae,Gymnorhina tibicen,Australian Magpie,,,,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,2,,,"1, 31"
Passeriformes,Artamidae,Artamus leucorynchus,White-breasted Woodswallow,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Artamidae,Artamus maximus,Great Woodswallow,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Artamidae,Artamus cinereus,Black-faced Woodswallow,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,2,,,"1, 31"
Passeriformes,Artamidae,Artamus cyanopterus,Dusky Woodswallow,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,2,,,"1, 31"
Passeriformes,Artamidae,Artamus minor,Little Woodswallow,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,2,,,"1, 31"
Passeriformes,Cracticidae,Peltops blainvillii,Lowland Peltops,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,2,,,"1, 31"
Passeriformes,Cracticidae,Peltops montanus,Mountain Peltops,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Oriolidae,Oriolus szalayi,Brown Oriole,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,2,,,"1, 31"
Passeriformes,Oriolidae,Oriolus sagittatus,Olive-backed Oriole,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,2,,,"1, 31"
Passeriformes,Oriolidae,Oriolus flavocinctus,Green Oriole,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,2,,,"1, 31"
Passeriformes,Oriolidae,Oriolus oriolus,Eurasian Golden-Oriole,,69.3,17,72.8,4,,,153.9,52,151.2,27,,,23,29,23.3,25,,,27.8,68,27.8,23,,,87.8,10,87.9,10,,,3.5,7.3,,5,1,"15, 27, 31"
Passeriformes,Oriolidae,Oriolus auratus,African Golden-Oriole,,,,,,73.7,6,,,,,,,,,,,,,,,,,,,,,,,81,,2.3,6.8,,,1,"27, 31"
Passeriformes,Oriolidae,Oriolus chlorocephalus,Green-headed Oriole,,,,,,,,133,14,132,4,,,24.6,10,22.5,2,,,27.2,9,24.5,2,,,101,14,99,4,,,,,,,1,27
Passeriformes,Oriolidae,Oriolus crassirostris,Sao Tome Oriole,,50,1,50,1,,,128,10,127,3,,,27.4,10,28,1,,,26.7,10,25.5,3,,,97.4,10,88.3,3,,,,,,,1,27
Passeriformes,Oriolidae,Oriolus brachyrhynchus,Western Black-headed Oriole,,50.7,9,47.4,9,,,116.7,9,113.4,9,,,21.75,9,,,,,22.8,9,22,2,,,83.2,9,79.5,9,,,2,,,1,2,27
Passeriformes,Oriolidae,Oriolus monacha,Dark-headed Oriole,,,,,,,,136,5,,,,,22.8,5,,,,,23.75,5,,,,,84.8,8,86.5,6,,,,,,,1,27
Passeriformes,Oriolidae,Oriolus larvatus,African Black-headed Oriole,,51.4,2,,,67.4,7,139,25,135,24,,,22.5,18,,,,,28.5,25,27.8,24,,,89.1,25,87.3,24,,,2.06,6.7,,1,1,"27, 31"
Passeriformes,Oriolidae,Oriolus percivali,Black-tailed Oriole,,,,,,,,,,,,132,202,,,,,,,,,,,24.1,202,,,,,132,202,,,,,,27
Passeriformes,Oriolidae,Oriolus nigripennis,Black-winged Oriole,,57.1,2,50.2,1,,,119,25,117,10,,,22,25,21,10,,,23.5,25,22.5,10,,,74,25,78.5,10,,,,,,1,1,27
Passeriformes,Oriolidae,Sphecotheres viridis,Green Figbird,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Campephagidae,Coracina novaehollandiae,Black-faced Cuckooshrike,,119.6,,112.2,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,2,,,"1, 31"
Passeriformes,Campephagidae,Coracina caeruleogrisea,Stout-billed Cuckooshrike,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,2,,,"1, 31"
Passeriformes,Campephagidae,Coracina boyeri,Boyer's Cuckooshrike,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Campephagidae,Coracina papuensis,White-bellied Cuckooshrike,,71.6,,73.5,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,2,,,"1, 31"
Passeriformes,Campephagidae,Coracina longicauda,Hooded Cuckooshrike,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2,2,,,"1, 31"
Passeriformes,Campephagidae,Coracina pectoralis,White-breasted Cuckooshrike,,53.5,2,,,58,1,142,10,138,9,,,23.2,10,22.3,9,,,23.2,10,20.3,9,,,,,,,,,,4.9,,,,"25, 31"
Passeriformes,Campephagidae,Coracina caesia,Grey Cuckooshrike,,,,,,,,131,10,127,8,,,24,10,23.9,8,,,23.1,10,21.5,8,,,,,,,,,,,,,,25
Passeriformes,Campephagidae,Coracina azurea,Blue Cuckooshrike,,46,10,46.6,3,,,111,9,105,6,,,20.4,9,20.4,6,,,20.8,9,18.3,6,,,,,,,,,,,,,,25
Passeriformes,Campephagidae,Coracina tenuirostris,Slender-billed Cicadabird,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,"1, 31"
Passeriformes,Campephagidae,Coracina montana,Black-bellied Cuckooshrike,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Campephagidae,Lalage tricolor,White-winged Triller,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2,,,"1, 31"
Passeriformes,Campephagidae,Lalage atrovirens,Black-browed Triller,,,,,,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Campephagidae,Campephaga petiti,Petit's Cuckoo-shrike,,32,16,,,,,97.1,8,97.3,10,,,19.2,8,19.6,10,,,18.4,8,18.7,10,,,,,,,,,,,,,,25
Passeriformes,Campephagidae,Campephaga flava,Black Cuckoo-shrike,,32.3,3,30.9,7,,,104,10,102,10,,,20.1,10,20.5,10,,,17.7,10,19.5,10,,,,,,,,,,,,,,25
Passeriformes,Campephagidae,Campephaga phoenicea,Red-shouldered Cuckoo-shrike,,27,44,27.2,44,,,97.8,10,97.4,10,,,18.4,10,18.9,10,,,17.9,10,19.4,10,,,,,,,,,,,,,,25
Passeriformes,Campephagidae,Campephaga quiscalina,Purple-throated Cuckoo-shrike,,39.7,9,38.3,4,,,100,10,97.3,8,,,19.7,10,19.1,8,,,19.2,10,19.8,8,,,,,,,,,,,,,,25
Passeriformes,Campephagidae,Campephaga lobata,Ghana Cuckoo-shrike,,,,,,33.1,21,97.6,10,93.7,3,,,20.2,10,19.3,3,,,17.4,10,17.3,3,,,,,,,,,,,,,,25
Passeriformes,Campephagidae,Campephaga oriolina,Oriole Cuckoo-shrike,,,,,,,,100,18,98.1,8,,,18.5,18,18.6,8,,,17.2,18,16.7,8,,,,,,,,,,,,,,25
Passeriformes,Rhipiduridae,Rhipidura leucophrys,Willie-wagtail,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,2,,,"1, 31"
Passeriformes,Rhipiduridae,Rhipidura rufiventris,Northern Fantail,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Rhipiduridae,Rhipidura threnothorax,Sooty Thicket-Fantail,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Rhipiduridae,Rhipidura leucothorax,White-bellied Thicket-Fantail,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Rhipiduridae,Rhipidura atra,Black Fantail,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Rhipiduridae,Rhipidura hyperythra,Chestnut-bellied Fantail,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Rhipiduridae,Rhipidura albolimbata,Friendly Fantail,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Rhipiduridae,Rhipidura fuliginosa,Grey Fantail,,7.3,,7,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,2,,,"1, 31"
Passeriformes,Rhipiduridae,Rhipidura brachyrhyncha,Dimorphic Fantail,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Rhipiduridae,Rhipidura rufidorsa,Rufous-backed Fantail,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Dicruridae,Dicrurus ludwigii,Square-tailed Drongo,,35.5,1,33.7,1,,,108,10,108,10,,,17,10,16.8,10,,,21.8,10,21.7,10,,,90,10,88.5,10,,,2.6,3.1,,,2,"27, 31"
Passeriformes,Dicruridae,Dicrurus atripennis,Shining Drongo,,39,7,38.9,9,,,114,10,113,10,,,17.2,10,16.5,10,,,23.2,10,22.5,10,,,101,10,96.4,10,,,2,3.8,,,1,"27, 31"
Passeriformes,Dicruridae,Dicrurus adsimilis,Fork-tailed Drongo,,,,,,43.4,7,129,10,122,10,,,19.8,10,19.1,10,,,23.2,10,23.2,10,,,110,10,105,10,,,2.7,4.3,,4,1,"27, 31"
Passeriformes,Dicruridae,Dicrurus modestus,Velvet-mantled Drongo,,,,,,,,127,10,127,10,,,19.6,10,19.4,10,,,25.5,10,24.6,10,,,113.5,10,113,10,,,,,,1,,27
Passeriformes,Dicruridae,Dicrurus hottentottus,Hair-crested Drongo,,81,,74.5,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,"1, 31"
Passeriformes,Dicruridae,Dicrurus bracteatus,Spangled Drongo,,,,,,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Erythrocercidae,Erythrocercus mccallii,Chestnut-capped Flycatcher,,,,,,7.2,6,48.3,5,47.9,6,,,15.4,5,15.4,6,,,10.8,5,10.5,6,,,44.5,5,44.4,6,,,,,,,,26
Passeriformes,Erythrocercidae,Erythrocercus holochlorus,Yellow Flycatcher,,5.8,7,6.2,5,,,47,6,44.5,6,,,15.7,6,15.6,6,,,9.9,6,9.7,6,,,41.8,6,38.8,6,,,,,,,,26
Passeriformes,Erythrocercidae,Erythrocercus livingstonei,Livingstone's Flycatcher,,,,5.6,1,6,2,50.2,9,47.5,5,,,14.9,7,14,4,,,8,7,8.1,4,,,47.2,9,45.4,5,,,2.25,0.75,,,,"26, 31"
Passeriformes,Stenostiridae,Elminia longicauda,African Blue-Flycatcher,,10,3,10.5,2,,,65.7,6,62.9,6,,,15.8,6,15.6,6,,,13.2,6,12.5,6,,,79.9,6,77.6,6,,,1.8,1.26,,1,,"26, 31"
Passeriformes,Stenostiridae,Elminia albicauda,White-tailed Blue-Flycatcher,,,,,,7.8,16,68.8,10,66.1,8,,,15.3,10,15,8,,,12.2,10,11.9,8,,,82.1,10,79.5,8,,,2,1.28,,,2,"26, 31"
Passeriformes,Stenostiridae,Trochocercus nigromitratus,Dusky Crested-Flycatcher,,9.6,12,8.5,12,,,62.3,7,59.3,8,,,16.1,7,15.6,8,,,15.2,7,14.7,8,,,,,,,,,,1.36,,,,"26, 31"
Passeriformes,Stenostiridae,Trochocercus albiventris,White-bellied Crested-Flycatcher,,,,,,8.9,29,61.8,5,59.3,6,,,17.5,5,16.5,6,,,13.4,5,12.7,6,,,,,,,,,,1.29,,,,"26, 31"
Passeriformes,Stenostiridae,Trochocercus albonotatus,White-tailed Crested-Flycatcher,,7.4,8,6.7,3,,,65.8,13,63,12,,,17.2,13,16.9,12,,,12.8,13,12.4,12,,,,,,,,,,1.65,,,,"26, 31"
Passeriformes,Monarchidae,Trochocercus nitens,Blue-headed Crested-Flycatcher,,11.8,7,11.9,4,,,64.7,7,63.4,4,,,16.3,7,16.2,4,,,15.2,7,14.7,4,,,70.9,7,67.9,4,,,2,1.78,,1,2,"26, 31"
Passeriformes,Monarchidae,Trochocercus cyanomelas,African Crested-Flycatcher,,10.2,13,10.1,9,,,68.6,9,65.5,14,,,17.1,9,16.4,14,,,14.4,9,14.3,14,,,73.1,9,70,14,,,2.2,1.45,,,2,"26, 31"
Passeriformes,Monarchidae,Terpsiphone rufiventer,Black-headed Paradise-Flycatcher,,,,,,16.5,44,76.9,31,74.6,14,,,15.4,10,15.2,14,,,19.7,31,19.2,14,,,87,29,75.3,13,,,2.5,2.26,,1,2,"26, 31"
Passeriformes,Monarchidae,Terpsiphone bedfordi,Bedford's Paradise-Flycatcher,,,,,,,,78.4,27,74.8,26,,,15.5,27,14.6,26,,,19.4,27,18.6,26,,,80.9,27,73,26,,,2,,,,2,26
Passeriformes,Monarchidae,Terpsiphone rufocinerea,Rufous-vented Paradise-Flycatcher,,,,15.4,1,,,79.7,11,75.7,7,,,15.4,11,14.9,7,,,19.3,11,18.5,7,,,81.9,11,75.7,7,,,2,1.87,,,2,"26, 31"
Passeriformes,Monarchidae,Terpsiphone viridis,African Paradise-Flycatcher,plumbeiceps,14.8,19,14.2,11,,,,,,,,,,,,,,,,,,,,,83.9,24,75.6,8,,,2.38,1.86,,3,1,"26, 31"
Passeriformes,Monarchidae,Terpsiphone atrochalybeia,Sao Tome Paradise-Flycatcher,,12.2,1,,,,,82,5,77,5,,,,,,,,,,,,,,,172.5,5,83,5,,,1.7,,,,1,26
Passeriformes,Monarchidae,Monarcha axillaris,Black Monarch,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,2,,,"1, 31"
Passeriformes,Monarchidae,Monarcha frater,Black-winged Monarch,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,2,,,"1, 31"
Passeriformes,Monarchidae,Monarcha melanopsis,Black-faced Monarch,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,2,,,"1, 31"
Passeriformes,Monarchidae,Monarcha leucotis,White-eared Monarch,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Monarchidae,Monarcha guttulus,Spot-winged Monarch,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,2,,,"1, 31"
Passeriformes,Monarchidae,Monarcha trivirgatus,Spectacled Monarch,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,2,,,"1, 31"
Passeriformes,Monarchidae,Monarcha manadensis,Hooded Monarch,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58,2,,,"1, 31"
Passeriformes,Monarchidae,Monarcha chrysomela,Golden Monarch,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Monarchidae,Arses telescophthalmus,Frilled Monarch,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,2,,,"1, 31"
Passeriformes,Monarchidae,Myiagra rubecula,Leaden Flycatcher,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,2,,,"1, 31"
Passeriformes,Monarchidae,Myiagra inquieta,Restless Flycatcher,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,2,,,"1, 31"
Passeriformes,Monarchidae,Myiagra alecto,Shining Flycatcher,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Monarchidae,Grallina cyanoleuca,Magpie-lark,,,,,,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,2,,,"1, 31"
Passeriformes,Monarchidae,Grallina bruijni,Torrent-lark,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1
Passeriformes,Platysteiridae,Lanioturdus torquatus,Chatshrike,,,,,,33.8,26,86.7,24,86,21,,,,,,,29.5,44,,,,,21.8,39,,,,,44.2,44,2.4,2.5,,4,1,"26, 31"
Passeriformes,Malaconotidae,Nilaus afer,Brubru,solivagus,23.2,32,22.8,26,,,82.9,4,82.5,2,,,,,,,,,,,,,,,,,,,57.5,20,2,3.5,,1,1,"27, 31"
Passeriformes,Malaconotidae,Dryoscopus gambensis,Northern Puffback,malzachii,32.5,15,30.6,7,,,93.6,6,90.7,5,,,,,,,,,,,,,,,78.5,21,76,15,,,2,,,,2,27
Passeriformes,Malaconotidae,Dryoscopus pringlii,Pringle's Puffback,,19.5,1,13,1,,,71.5,3,69.2,4,,,22,3,21.75,4,,,15.5,3,14.8,4,,,59.7,3,57.8,4,,,,,,,,27
Passeriformes,Malaconotidae,Dryoscopus cubla,Black-backed Puffback,,27.1,127,25.4,98,,,81.8,62,78.8,41,,,,,,,22.5,31,,,,,19.25,31,66.7,36,66.7,36,,,2.5,3.05,,1,2,"27, 31"
Passeriformes,Malaconotidae,Dryoscopus senegalensis,Red-eyed Puffback,,34,1,,,,,81.6,17,76.3,15,,,22.4,17,21.8,15,,,,,,,18.7,,62.5,17,60.2,15,,,2,,,2,2,27
Passeriformes,Malaconotidae,Dryoscopus angolensis,Pink-footed Puffback,nandensis,34.9,8,30.7,3,,,,,,,,,,,,,,,,,,,,,63.8,8,64,13,,,,,,,2,27
Passeriformes,Malaconotidae,Dryoscopus sabini,Large-billed Puffback,,38.5,3,35.8,,,,83.3,10,81.6,9,,,,,,,,,29,3,25,3,,,71.9,7,74.2,7,,,,,,,1,27
Passeriformes,Malaconotidae,Tchagra minuta,Marsh Tchagra,,34.1,11,34.7,10,,,74.3,10,75,10,,,26.4,10,26.2,10,,,24.1,10,23.7,10,,,,,,,,,,3.7,,,,"27, 31"
Passeriformes,Malaconotidae,Tchagra senegala,Black-crowned Tchagra,,,,,,49.7,28,86.5,10,85.6,10,,,30.3,10,30.3,10,,,24,10,24.5,10,,,94.6,10,94.7,10,,,2.4,4,,4,2,"27, 31"
Passeriformes,Malaconotidae,Tchagra australis,Brown-crowned Tchagra,,35.6,6,36.3,4,,,76.3,10,74.7,10,,,26.8,10,26.1,10,,,,,,,,,84.1,10,85.5,10,,,2.4,3.45,,4,1,"27, 31"
Passeriformes,Malaconotidae,Tchagra jamesi,Three-streaked Tchagra,,27,5,26.5,2,,,70.9,10,69.8,10,,,24.4,10,24,10,,,20.2,10,20.1,10,,,86.3,10,81.3,10,,,2.5,2.55,,,1,"27, 31"
Passeriformes,Malaconotidae,Tchagra tchagra,Southern Tchagra,,,,,,46.8,13,84.3,9,82.2,13,,,28.5,2,28.5,2,,,31.3,9,30.1,13,,,94.3,4,90.4,8,,,2.2,3.97,,4,1,"27, 31"
Passeriformes,Malaconotidae,Laniarius ruficeps,Red-naped Bushshrike,,35,1,30.5,2,,,79.2,6,72.2,4,,,28.4,6,26.8,4,,,18.3,6,17.9,4,,,77.1,6,72.5,4,,,3,2.85,,,,"27, 31"
Passeriformes,Malaconotidae,Laniarius luehderi,Luehder's Bushshrike,,43.5,30,40.8,9,,,91,10,84,6,,,30.5,10,31.1,6,,,21.3,10,21.2,6,,,82,10,74,6,,,1.5,3.85,,,1,"27, 31"
Passeriformes,Malaconotidae,Laniarius brauni,Orange-breasted Bushshrike,,55,1,54,2,,,91,2,91.5,2,,,32.5,2,32,2,,,21,2,20,2,,,84,2,82,2,,,,,,,,27
Passeriformes,Malaconotidae,Laniarius amboimensis,Gabela Bushshrike,,,,,,,,93,1,88.5,2,,,33,1,32,2,,,24,1,23.75,2,,,85,1,82.5,2,,,,,,,,27
Passeriformes,Malaconotidae,Laniarius turatii,Turati's Boubou,,,,,,,,97.3,3,93,2,,,35.7,3,32.75,2,,,23.8,3,24.5,2,,,91.3,3,86.3,2,,,2,,,,1,27
Passeriformes,Malaconotidae,Laniarius aethiopicus,Tropical Boubou,,55.8,6,42.5,2,,,102.5,12,98.5,12,,,36,12,35.5,12,,,25,12,23,12,,,94.5,12,92,12,,,2.5,,,2,1,27
Passeriformes,Malaconotidae,Laniarius bicolor,Gabon Boubou,,53.3,5,52.1,4,,,107,8,101,6,,,36.7,6,37.25,2,,,24.25,4,22,2,,,103,4,101,2,,,2,,,,1,27
Passeriformes,Malaconotidae,Laniarius ferrugineus,Southern Boubou,,60.2,11,57.5,7,,,99.9,9,94.5,10,,,35.9,6,35.83,3,,,,,,,,,,,,,92.1,6,2.5,4.1,,2,1,"27, 31"
Passeriformes,Malaconotidae,Laniarius barbarus,Common Gonolek,,,,,,48.1,7,110,14,109,14,,,33.6,14,33.4,14,,,21.2,14,21.4,14,,,105,14,106,14,,,2,3.59,,4,1,"27, 31"
Passeriformes,Malaconotidae,Laniarius erythrogaster,Black-headed Gonolek,,,,,,48,6,106,15,101,15,,,34.4,15,33.4,15,,,22,15,21.8,15,,,95.2,15,91.1,15,,,2,,,,1,27
Passeriformes,Malaconotidae,Laniarius atrococcineus,Crimson-breasted Gonolek,,,,,,48.3,41,100,23,97,13,,,33,6,,,,,21.2,6,,,,,98,6,,,,,2.8,3.75,,4,2,"27, 31"
Passeriformes,Malaconotidae,Laniarius mufumbiri,Papyrus Gonolek,,45.5,2,,,,,,,88.5,3,,,,,,,,,,,,,,,,,75.7,3,,,,,,,2,27
Passeriformes,Malaconotidae,Laniarius atroflavus,Yellow-breasted Boubou,,,,,,43,5,84.75,6,87,8,,,31.25,6,30.25,8,,,18.6,6,18.5,8,,,72.3,6,73.3,8,,,2,3.48,,,1,"27, 31"
Passeriformes,Malaconotidae,Laniarius funebris,Slate-colored Boubou,,41.6,18,37.1,15,,,89.6,5,89.5,4,,,33.5,5,33.5,4,,,22.2,5,21.8,4,,,85.3,5,87,4,,,2.1,2.8,,2,1,"27, 31"
Passeriformes,Malaconotidae,Laniarius leucorhynchus,Sooty Boubou,,53.5,8,45,1,,,97.6,16,95.4,6,,,30.8,16,30.3,6,,,24.3,16,24.1,6,,,82,16,77.7,6,,,2,4.2,,,1,"27, 31"
Passeriformes,Malaconotidae,Laniarius poensis,Mountain Boubou,,,,,,44.9,11,82.5,21,79.4,10,,,31.4,4,33.2,4,,,20.5,21,20.1,10,,,71,21,68.1,10,,,2,,,,1,27
Passeriformes,Malaconotidae,Laniarius fuelleborni,Fuelleborn's Boubou,,44,3,42.5,2,,,90.6,6,83.3,3,,,33,6,30.8,3,,,21.4,6,21.3,3,,,77.1,6,77.2,3,,,1.5,3.8,,,1,"27, 31"
Passeriformes,Malaconotidae,Rhodophoneus cruentus,Rosy-patched Bushshrike,hilgerti,54,5,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
